Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,SSD,HDD,Hybrid,Flash_Storage,CPU_Brand,CPU_Speed,GPU_Brand,OS_Category
HP,Notebook,14.0,8,1.63,2.3732759076041323,0,0,157.3505121487356,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,2.299031029096625,0,0,141.21199808219862,128,0,0,0,AMD Processor,2.5,AMD,Windows
Acer,Notebook,15.6,4,2.1,2.2980193650160605,0,0,100.45466986113651,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Dell,Gaming,15.6,16,2.65,2.414366142262099,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,15.6,8,1.83,2.3537734998853597,0,1,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
HP,Notebook,15.6,8,1.96,2.3389947366485373,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Gaming,15.6,16,2.2,2.4207405009603935,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.21,2.432163651472559,0,1,165.6321180513006,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Asus,Gaming,15.6,8,2.45,2.3537734998853597,0,0,141.21199808219862,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Acer,Notebook,15.6,8,2.2,2.3524035185353913,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
HP,Notebook,13.3,16,1.49,2.4036183855730386,0,0,165.6321180513006,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Dell,Gaming,15.6,8,2.65,2.403467219775195,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Windows
Asus,Ultrabook,14.0,8,1.25,2.3916168441601826,0,0,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Acer,2 in 1 Convertible,13.3,8,1.5,2.3718556865285167,1,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.2,2.339141105222765,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,2.7,AMD,Linux
Dell,Notebook,15.6,4,2.2,2.318429890283052,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.0,AMD,Linux
Asus,Notebook,15.6,6,2.0,2.335381686059302,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.4,Nvidia,Windows
HP,Gaming,15.6,12,2.62,2.4074548465200283,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Notebook,15.6,8,1.91,2.35645020390012,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.7,AMD,Windows
HP,Notebook,15.6,4,2.1,2.2855033215505127,0,0,141.21199808219862,0,500,0,0,AMD Processor,1.5,AMD,Windows
Dell,Notebook,15.6,8,2.2,2.3464017019676486,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,1.6,AMD,Linux
HP,Ultrabook,13.3,8,1.38,2.3975089922511055,0,1,165.6321180513006,256,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Microsoft,Ultrabook,13.5,8,1.252,2.4137673620377154,1,0,200.84255993695703,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,14.0,6,1.58,2.348159096643523,0,1,157.3505121487356,256,0,0,0,Intel Core i5,2.5,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.85,2.302944883618731,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Asus,Ultrabook,14.0,8,1.3,2.4033157778561787,0,1,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Nvidia,Windows
MSI,Gaming,15.6,16,2.2,2.410982985011696,0,0,141.21199808219862,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,14.0,8,1.58,2.4226196714015478,0,1,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Asus,Ultrabook,15.6,16,1.5,2.4083867775625523,0,0,141.21199808219862,256,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.23,2.4163310933581346,1,0,276.053530085501,256,0,0,0,Intel Core i7,2.4,Intel,Windows
Lenovo,2 in 1 Convertible,13.3,8,1.37,2.4176153655743757,1,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,14.0,4,1.63,2.356844669301059,0,1,111.93520355955211,0,500,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Ultrabook,13.3,8,1.21,2.4310911100925625,0,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,2 in 1 Convertible,13.3,8,1.26,2.4176147284459772,1,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,Notebook,14.0,8,1.63,2.3946148260327855,0,0,157.3505121487356,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Dell,Notebook,15.6,8,2.16,2.3984247626577533,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
Asus,Notebook,17.3,4,2.0,2.333173974010607,0,0,127.33567457123111,0,1024,0,0,Intel Core i3,2.0,Nvidia,Windows
Asus,Notebook,15.6,8,1.7,2.397427679852661,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Acer,Notebook,15.6,6,2.1,2.3172038783136344,1,1,141.21199808219862,0,1024,0,0,Intel Core i3,2.4,Intel,Windows
MSI,Gaming,15.6,16,1.8,2.4587732605750574,0,0,141.21199808219862,256,2048,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,2.3436975045007324,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
HP,Notebook,17.3,16,2.5,2.409025851747092,0,0,127.33567457123111,512,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,2.311250278176885,0,0,100.45466986113651,256,0,0,0,AMD Processor,3.0,AMD,Windows
HP,Notebook,15.6,4,1.86,2.254695377531793,0,0,100.45466986113651,0,500,0,0,Other Intel Processor,1.6,Intel,Other
HP,Notebook,14.0,8,1.63,2.367910307706485,0,0,157.3505121487356,0,1024,0,0,Intel Core i5,1.6,Intel,Windows
Asus,Notebook,14.0,4,1.65,2.262090770622238,0,0,111.93520355955211,64,0,0,0,AMD Processor,1.5,AMD,Windows
Dell,Notebook,17.3,16,2.8,2.41742400426003,0,0,127.33567457123111,256,2048,0,0,Intel Core i7,1.8,AMD,Windows
HP,Notebook,17.3,8,2.5,2.3803414436227524,0,0,127.33567457123111,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.36,2.345208647509479,0,0,100.45466986113651,0,1024,0,0,Intel Core i5,2.5,AMD,Windows
Dell,Notebook,15.6,4,2.2,2.3108095704656284,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,AMD,Windows
Acer,Ultrabook,14.0,8,1.6,2.3758372358539517,0,1,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Acer,Notebook,15.6,4,2.2,2.3345390844407046,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.7,Nvidia,Windows
HP,Notebook,15.6,8,2.05,2.338835223349495,0,0,100.45466986113651,0,1024,0,0,Intel Core i7,2.7,Intel,Windows
HP,Notebook,14.0,8,1.63,2.3861211126173134,0,0,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Lenovo,Notebook,15.6,4,1.9,2.2519671142910718,0,0,100.45466986113651,0,1024,0,0,Other Intel Processor,1.1,Intel,Other
Asus,Gaming,17.3,8,3.0,2.381332590728747,0,0,127.33567457123111,128,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
Lenovo,Notebook,15.6,4,2.2,2.321226960789467,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,Nvidia,Other
HP,Notebook,13.3,4,1.32,2.3537734998853597,0,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Acer,Notebook,17.3,4,3.0,2.3475772215455883,0,1,127.33567457123111,0,1024,0,0,Intel Core i3,2.7,Nvidia,Windows
Lenovo,Notebook,14.0,8,1.75,2.397266446961545,0,1,157.3505121487356,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,Gaming,15.6,8,2.4,2.374245457695198,0,1,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Other
Toshiba,Notebook,15.6,4,2.1,2.3394779518284268,0,0,100.45466986113651,0,500,0,0,Intel Core i5,2.3,Intel,Windows
HP,Notebook,15.6,4,1.86,2.2911557937035676,0,0,100.45466986113651,256,0,0,0,AMD Processor,2.5,AMD,Windows
Asus,Ultrabook,14.0,8,1.25,2.3958674892010703,0,0,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
HP,Ultrabook,12.5,8,0.97,2.44957641419401,1,1,352.4651472131677,512,0,0,0,Other Intel Processor,1.2,Intel,Windows
Asus,Notebook,15.6,4,2.0,2.2840343554845095,0,0,141.21199808219862,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
MSI,Gaming,17.3,16,2.9,2.4502168018037507,0,0,127.33567457123111,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,2.3103666996904155,0,0,100.45466986113651,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Dell,Gaming,15.6,16,2.56,2.4074735885783793,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Gaming,15.6,8,2.62,2.3773997638713107,0,0,141.21199808219862,0,0,1024,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.9,2.3210300444827134,0,0,100.45466986113651,128,0,0,0,Intel Core i5,2.5,Intel,Windows
MSI,Gaming,17.3,16,2.8,2.4440753786870286,0,0,127.33567457123111,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,14.0,4,1.48,2.3944463763354054,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.7,Intel,Windows
HP,Notebook,15.6,6,1.91,2.342158272765663,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,2 in 1 Convertible,14.0,4,1.74,2.3436975045007324,1,1,157.3505121487356,256,0,0,0,Intel Core i3,2.4,Intel,Windows
Asus,2 in 1 Convertible,13.3,8,1.1,2.412080814267611,1,0,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,2 in 1 Convertible,15.6,8,1.56,2.3916168441601826,1,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Toshiba,Notebook,15.6,4,2.1,2.3103666996904155,0,0,100.45466986113651,0,500,0,0,Intel Core i3,2.2,Intel,Windows
Asus,Notebook,15.6,4,2.03,2.3000315944075944,0,0,100.45466986113651,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Acer,Notebook,17.3,4,3.0,2.36709892354406,0,1,127.33567457123111,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
Dell,Notebook,15.6,8,2.13,2.3576282449401735,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,Gaming,15.6,16,2.5,2.394193063661624,0,1,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,2.2852113910815164,0,0,100.45466986113651,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
MSI,Gaming,15.6,16,2.4,2.439782642311947,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,2.289638428761693,0,0,100.45466986113651,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
Dell,Gaming,15.6,8,2.56,2.392612924884505,0,0,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,17.3,8,3.0,2.372623358401579,0,1,127.33567457123111,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
HP,Notebook,13.3,4,1.49,2.360943939926244,0,1,165.6321180513006,0,500,0,0,Intel Core i5,1.6,Intel,Windows
Huawei,Ultrabook,13.0,8,1.05,2.414366142262099,0,1,199.69207064108247,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,17.3,6,2.71,2.3537734998853597,0,1,127.33567457123111,0,2048,0,0,Intel Core i5,2.5,AMD,Windows
Lenovo,Notebook,15.6,4,2.2,2.2730432278314456,0,0,100.45466986113651,0,500,0,0,AMD Processor,2.9,AMD,Other
Toshiba,Notebook,15.6,4,2.0,2.319238011800149,0,0,100.45466986113651,0,500,0,0,Intel Core i3,2.4,Intel,Windows
HP,Notebook,17.3,8,2.5,2.3798414850223035,0,0,127.33567457123111,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
Dell,Notebook,15.6,8,2.3,2.3129918777050795,0,0,100.45466986113651,0,1024,0,0,Intel Core i3,2.4,Intel,Windows
Acer,Notebook,15.6,4,2.1,2.3108095704656284,0,0,100.45466986113651,128,0,0,0,Intel Core i3,2.0,Intel,Windows
MSI,Gaming,18.4,32,4.4,2.4775948599972217,0,0,119.7232157653423,512,1024,0,0,Intel Core i7,2.9,Nvidia,Windows
Lenovo,Notebook,15.6,8,1.9,2.368025594953953,0,0,141.21199808219862,128,1024,0,0,Intel Core i5,2.5,AMD,Windows
HP,2 in 1 Convertible,13.3,8,1.29,2.423750360170089,1,1,331.2642361026012,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,16,2.02,2.3916168441601826,0,0,141.21199808219862,256,2048,0,0,Intel Core i7,1.8,AMD,Linux
Dell,Ultrabook,13.3,8,1.23,2.4176153655743757,0,0,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Lenovo,2 in 1 Convertible,13.9,16,1.4,2.4421697377067515,1,1,316.96506044349616,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Toshiba,Notebook,15.6,8,2.0,2.3656898600347818,0,0,100.45466986113651,128,0,0,0,Intel Core i5,2.5,Intel,Windows
Xiaomi,Notebook,15.6,8,1.95,2.403769276216697,0,1,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Nvidia,Other
Dell,Notebook,17.3,16,2.77,2.426652859770407,1,0,127.33567457123111,512,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Dell,Notebook,15.6,16,2.06,2.4644942487742636,1,0,282.42399616439724,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Gaming,15.6,8,2.4,2.36401617279255,0,1,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
Acer,Ultrabook,13.3,8,1.12,2.3862141642344215,0,1,165.6321180513006,256,0,0,0,Intel Core i5,1.2,Intel,Windows
Dell,Notebook,17.3,8,2.8,2.3946989237500387,0,0,127.33567457123111,128,1024,0,0,Intel Core i7,1.8,AMD,Windows
Lenovo,2 in 1 Convertible,14.0,16,1.42,2.4783410285947434,1,0,209.8006828649808,1024,0,0,0,Intel Core i7,2.7,Intel,Windows
Vero,Notebook,14.0,4,1.3,2.255099556438801,0,1,157.3505121487356,0,0,0,32,Other Intel Processor,1.1,Intel,Windows
Xiaomi,Ultrabook,13.3,8,1.3,2.3872218135705334,0,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
Lenovo,Notebook,17.3,8,2.8,2.353637470617961,0,0,106.11306214269258,256,0,0,0,Intel Core i5,1.6,Nvidia,Other
Dell,2 in 1 Convertible,13.3,8,1.62,2.3709698079765844,1,1,165.6321180513006,0,1024,0,0,Intel Core i7,1.8,Intel,Windows
HP,Notebook,17.3,8,2.5,2.3789340577465143,0,1,127.33567457123111,0,1024,0,0,Intel Core i5,1.6,Nvidia,Windows
Razer,Gaming,17.3,32,3.49,2.540927839386229,1,0,254.67134914246222,1024,0,0,0,Intel Core i7,2.9,Nvidia,Windows
HP,Notebook,13.3,8,1.49,2.3833769447074613,0,0,165.6321180513006,512,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,Gaming,17.3,16,3.35,2.4163310933581346,0,1,127.33567457123111,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
