Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,SSD,HDD,Hybrid,Flash_Storage,CPU_Brand,CPU_Speed,GPU_Brand,OS_Category
Dell,Ultrabook,15.6,8,1.88,11.14414092349617,0,0,141.21199808219862,512,0,0,0,Intel Core i7,1.9,Intel,Windows
HP,Notebook,17.3,8,2.5,10.773501439207065,0,0,127.33567457123112,0,1024,0,0,Intel Core i5,1.6,Nvidia,Windows
Chuwi,Notebook,15.6,4,1.89,9.476778419617329,0,0,141.21199808219862,0,0,0,64,Other Intel Processor,1.44,Intel,Windows
Asus,Notebook,14.0,2,1.65,9.26886585095662,0,0,111.93520355955212,0,0,0,32,AMD Processor,1.5,AMD,Windows
HP,Notebook,17.3,4,2.71,10.060060439307305,0,0,127.33567457123112,0,500,0,0,AMD Processor,2.5,AMD,Windows
Dell,Ultrabook,13.3,16,1.2,11.508719833687694,1,0,276.053530085501,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Apple,Ultrabook,13.3,8,1.35,10.881314302543602,0,0,127.67794013309688,0,0,0,256,Intel Core i5,1.6,Intel,Mac
Lenovo,Notebook,14.0,4,1.44,9.493013922696843,0,0,111.93520355955212,0,0,0,64,Other Intel Processor,1.1,Intel,Windows
Acer,Notebook,15.6,4,2.1,9.880922874286705,0,0,100.45466986113652,0,1024,0,0,Intel Core i3,2.7,Intel,Linux
Dell,Notebook,17.3,8,2.8,10.862092668762646,0,1,127.33567457123112,128,1024,0,0,Intel Core i5,1.6,AMD,Windows
HP,Notebook,15.6,4,1.86,10.167289367847482,0,0,100.45466986113652,0,1024,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,15.6,8,2.1,10.754345923917318,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
Asus,Notebook,15.6,4,2.0,9.93914036985058,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,Intel,Linux
Dell,Gaming,15.6,16,2.65,11.288114524334734,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Asus,Notebook,15.6,8,2.3,10.235123369655371,0,0,100.45466986113652,0,1024,0,0,Intel Core i5,2.5,Nvidia,Linux
Acer,Notebook,15.6,4,2.2,10.500590684075597,0,1,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,2 in 1 Convertible,17.3,12,2.77,10.88231580488069,1,0,127.33567457123112,0,1024,0,0,Intel Core i5,1.6,Nvidia,Windows
Apple,Ultrabook,13.3,8,1.37,11.233268703392174,0,1,226.98300468106115,256,0,0,0,Intel Core i5,2.0,Intel,Mac
Lenovo,Notebook,15.6,4,2.2,9.886357670272666,0,0,100.45466986113652,128,0,0,0,Intel Core i3,2.0,Intel,Other
Asus,Gaming,17.3,8,3.2,11.144911042902732,0,0,127.33567457123112,256,1024,0,0,AMD Processor,3.0,AMD,Windows
Dell,Notebook,15.6,4,2.3,10.435465480609666,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,AMD,Windows
Asus,Notebook,17.3,4,2.8,10.119746660357782,0,0,90.58340172449304,0,1024,0,0,Other Intel Processor,1.1,Nvidia,Windows
Lenovo,2 in 1 Convertible,10.1,4,0.69,9.740752129016979,1,1,224.1738090785728,0,0,0,64,Other Intel Processor,1.44,Intel,Other
Acer,Notebook,15.6,8,2.2,10.710152686205083,0,1,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
HP,Notebook,15.6,4,1.86,9.963243430044656,0,0,141.21199808219862,256,0,0,0,AMD Processor,2.5,AMD,Windows
HP,Notebook,13.3,8,1.49,10.981350045485634,0,0,165.6321180513006,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Acer,Notebook,15.6,4,2.4,9.926203578819859,0,0,100.45466986113652,0,1024,0,0,Intel Core i3,2.4,Intel,Windows
Dell,Notebook,15.6,8,2.13,10.619090308798834,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,AMD,Windows
HP,Notebook,15.6,4,1.91,10.060060439307305,0,0,141.21199808219862,128,0,0,0,Intel Core i3,2.0,Intel,Windows
Asus,Notebook,15.6,4,2.0,10.349204995339198,0,0,100.45466986113652,256,0,0,0,Intel Core i5,2.5,Intel,Windows
MSI,Gaming,17.3,16,2.43,11.778996083184303,0,0,127.33567457123112,256,2048,0,0,Intel Core i7,2.8,Nvidia,Windows
Asus,Notebook,15.6,4,2.0,10.00383954646283,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.0,Intel,Linux
Dell,Notebook,17.3,16,2.8,11.144911042902732,0,0,127.33567457123112,256,2048,0,0,Intel Core i7,1.8,AMD,Windows
Dell,Ultrabook,14.0,8,1.7,10.754345923917318,0,0,157.3505121487356,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Lenovo,Notebook,14.0,8,1.7,10.370822624347586,0,1,157.3505121487356,256,0,0,0,Intel Core i3,2.7,Intel,Other
Asus,Notebook,14.0,8,1.4,10.822504165817517,0,0,157.3505121487356,256,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,Notebook,15.6,8,1.86,10.512252623823441,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Ultrabook,15.6,16,1.8,11.567927154751931,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Notebook,15.6,4,1.86,10.05935403952403,0,0,100.45466986113652,0,500,0,0,Intel Core i3,2.0,AMD,Windows
HP,Notebook,14.0,4,1.44,9.409283029786373,0,0,111.93520355955212,32,0,0,0,Other Intel Processor,1.6,Intel,Windows
Lenovo,Notebook,15.6,4,1.9,10.283659467741664,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Gaming,17.3,12,3.0,10.83096982484206,0,0,127.33567457123112,0,1024,0,0,Intel Core i7,2.8,Nvidia,Linux
Microsoft,Ultrabook,13.5,4,1.252,10.968576149165095,1,0,200.84255993695703,128,0,0,0,Intel Core i5,2.5,Intel,Windows
Dell,Ultrabook,13.3,8,1.4,10.837272366712863,0,1,165.6321180513006,256,0,0,0,Intel Core i7,1.8,AMD,Windows
Dell,Notebook,15.6,8,2.2,10.74405423788076,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,AMD,Windows
MSI,Gaming,17.3,8,2.7,10.974070668482735,0,0,127.33567457123112,128,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
Acer,Notebook,14.0,8,2.1,9.93914036985058,0,0,111.93520355955212,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Asus,Gaming,15.6,8,2.2,10.83096982484206,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,10.227464909398021,0,0,141.21199808219862,0,2048,0,0,Intel Core i5,2.5,Intel,Other
Dell,Notebook,15.6,8,2.02,10.726662495168894,0,0,141.21199808219862,128,1024,0,0,Intel Core i7,1.8,Intel,Windows
Acer,Notebook,15.6,4,2.2,10.2484380327783,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.7,Nvidia,Windows
HP,Notebook,17.3,8,2.5,10.860047678274917,0,0,127.33567457123112,128,1024,0,0,Intel Core i5,1.6,Nvidia,Windows
Dell,Ultrabook,15.6,8,1.88,10.975129468486724,0,1,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Apple,Ultrabook,12.0,8,0.92,11.2954259560411,0,1,226.4155471693585,512,0,0,0,Intel Core i5,1.3,Intel,Mac
HP,Notebook,14.0,8,1.63,10.73249341547969,0,0,157.3505121487356,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,9.964522443121998,0,0,141.21199808219862,128,0,0,0,AMD Processor,2.5,AMD,Windows
Acer,Notebook,15.6,4,2.1,9.954446791133256,0,0,100.45466986113652,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Dell,Gaming,15.6,16,2.65,11.182679882439889,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,15.6,8,1.83,10.525211768465947,0,1,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
HP,Notebook,15.6,8,1.96,10.37080592971741,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Asus,Gaming,15.6,16,2.2,11.254189968552813,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.21,11.383485348791732,0,1,165.6321180513006,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Asus,Gaming,15.6,8,2.45,10.525211768465947,0,0,141.21199808219862,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Acer,Notebook,15.6,8,2.2,10.510802297245803,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
HP,Notebook,13.3,16,1.49,11.0631347317901,0,0,165.6321180513006,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Dell,Gaming,15.6,8,2.65,11.061462490597743,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Windows
Asus,Ultrabook,14.0,8,1.25,10.931153634628433,0,0,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Acer,2 in 1 Convertible,13.3,8,1.5,10.71726172088419,1,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.2,10.37232400089118,0,0,141.21199808219862,0,1024,0,0,Intel Core i7,2.7,AMD,Linux
Dell,Notebook,15.6,4,2.2,10.159709917169618,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.0,AMD,Linux
Asus,Notebook,15.6,6,2.0,10.333403292740233,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.4,Nvidia,Windows
HP,Gaming,15.6,12,2.62,11.10565953635771,0,1,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Notebook,15.6,8,1.91,10.55342238395318,0,0,141.21199808219862,256,0,0,0,Intel Core i7,2.7,AMD,Windows
HP,Notebook,15.6,4,2.1,9.830632948434562,0,0,141.21199808219862,0,500,0,0,AMD Processor,1.5,AMD,Windows
Dell,Notebook,15.6,8,2.2,10.447907320733034,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,1.6,AMD,Linux
HP,Ultrabook,13.3,8,1.38,10.995751734544056,0,1,165.6321180513006,256,0,0,0,Intel Core i7,2.7,Nvidia,Windows
Microsoft,Ultrabook,13.5,8,1.252,11.175985919177094,1,0,200.84255993695703,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,14.0,6,1.58,10.46628456073464,0,1,157.3505121487356,256,0,0,0,Intel Core i5,2.5,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.85,10.003598553570955,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Asus,Ultrabook,14.0,8,1.3,11.059787448330049,0,1,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Nvidia,Windows
MSI,Gaming,15.6,16,2.2,11.144911042902732,0,0,141.21199808219862,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,14.0,8,1.58,11.275358392990302,0,1,157.3505121487356,256,0,0,0,Intel Core i7,2.7,Intel,Windows
Asus,Ultrabook,15.6,16,1.5,11.116014069333295,0,0,141.21199808219862,256,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.23,11.204674904025435,1,0,276.053530085501,256,0,0,0,Intel Core i7,2.4,Intel,Windows
Lenovo,2 in 1 Convertible,13.3,8,1.37,11.219074000897619,1,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,14.0,4,1.63,10.55758616512496,0,1,111.93520355955212,0,500,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Ultrabook,13.3,8,1.21,11.371282634834179,0,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,2 in 1 Convertible,13.3,8,1.26,11.219066852909235,1,1,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,Notebook,14.0,8,1.63,10.963974208231718,0,0,157.3505121487356,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Dell,Notebook,15.6,8,2.16,11.005825930702711,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,1.8,Nvidia,Windows
Asus,Notebook,17.3,4,2.0,10.310615277730195,0,0,127.33567457123112,0,1024,0,0,Intel Core i3,2.0,Nvidia,Windows
Asus,Notebook,15.6,8,1.7,10.994857679947177,0,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Acer,Notebook,15.6,6,2.1,10.147261623643047,1,1,141.21199808219862,0,1024,0,0,Intel Core i3,2.4,Intel,Windows
MSI,Gaming,15.6,16,1.8,11.690461589827628,0,0,141.21199808219862,256,2048,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,10.419692282932576,0,0,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
HP,Notebook,17.3,16,2.5,11.12312029742159,0,0,127.33567457123112,512,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,10.087028365734813,0,0,100.45466986113652,256,0,0,0,AMD Processor,3.0,AMD,Windows
HP,Notebook,15.6,4,1.86,9.532389087931671,0,0,100.45466986113652,0,500,0,0,Other Intel Processor,1.6,Intel,Other
HP,Notebook,14.0,8,1.63,10.675061366393814,0,0,157.3505121487356,0,1024,0,0,Intel Core i5,1.6,Intel,Windows
Asus,Notebook,14.0,4,1.65,9.60314616805277,0,0,111.93520355955212,64,0,0,0,AMD Processor,1.5,AMD,Windows
Dell,Notebook,17.3,16,2.8,11.21692730955445,0,0,127.33567457123112,256,2048,0,0,Intel Core i7,1.8,AMD,Windows
HP,Notebook,17.3,8,2.5,10.808592759018332,0,0,127.33567457123112,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,8,2.36,10.435449831034944,0,0,100.45466986113652,0,1024,0,0,Intel Core i5,2.5,AMD,Windows
Dell,Notebook,15.6,4,2.2,10.082583913974387,0,0,141.21199808219862,0,1024,0,0,Intel Core i3,2.0,AMD,Windows
Acer,Ultrabook,14.0,8,1.6,10.760018088869781,0,1,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Acer,Notebook,15.6,4,2.2,10.324700017611935,0,0,141.21199808219862,256,0,0,0,Intel Core i3,2.7,Nvidia,Windows
HP,Notebook,15.6,8,2.05,10.369151780182765,0,0,100.45466986113652,0,1024,0,0,Intel Core i7,2.7,Intel,Windows
HP,Notebook,14.0,8,1.63,10.87124372398,0,0,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Lenovo,Notebook,15.6,4,1.9,9.506417665734748,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Other
Asus,Gaming,17.3,8,3.0,10.81931097523836,0,0,127.33567457123112,128,1024,0,0,Intel Core i5,2.5,Nvidia,Windows
Lenovo,Notebook,15.6,4,2.2,10.18816712198365,0,0,141.21199808219862,0,1024,0,0,Intel Core i5,2.5,Nvidia,Other
HP,Notebook,13.3,4,1.32,10.525211768465947,0,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Intel,Windows
Acer,Notebook,17.3,4,3.0,10.460196261867384,0,1,127.33567457123112,0,1024,0,0,Intel Core i3,2.7,Nvidia,Windows
Lenovo,Notebook,14.0,8,1.75,10.99308509015976,0,1,157.3505121487356,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,Gaming,15.6,8,2.4,10.742904151497525,0,1,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Other
Toshiba,Notebook,15.6,4,2.1,10.375818471540953,0,0,100.45466986113652,0,500,0,0,Intel Core i5,2.3,Intel,Windows
HP,Notebook,15.6,4,1.86,9.886357670272666,0,0,100.45466986113652,256,0,0,0,AMD Processor,2.5,AMD,Windows
Asus,Ultrabook,14.0,8,1.25,10.977716980635753,0,0,157.3505121487356,256,0,0,0,Intel Core i7,1.8,Intel,Windows
HP,Ultrabook,12.5,8,0.97,11.583439099510642,1,1,352.4651472131677,512,0,0,0,Other Intel Processor,1.2,Intel,Windows
Asus,Notebook,15.6,4,2.0,9.816202683605528,0,0,141.21199808219862,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
MSI,Gaming,17.3,16,2.9,11.590859366057947,0,0,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,10.078119620845703,0,0,100.45466986113652,0,1024,0,0,Intel Core i3,2.0,Intel,Windows
Dell,Gaming,15.6,16,2.56,11.105867681227299,0,0,141.21199808219862,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Dell,Gaming,15.6,8,2.62,10.776844060703754,0,0,141.21199808219862,0,0,1024,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.9,10.18616110325678,0,0,100.45466986113652,128,0,0,0,Intel Core i5,2.5,Intel,Windows
MSI,Gaming,17.3,16,2.8,11.51989313428582,0,0,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Ultrabook,14.0,4,1.48,10.962127485638561,0,0,157.3505121487356,256,0,0,0,Intel Core i5,2.7,Intel,Windows
HP,Notebook,15.6,6,1.91,10.403666298916727,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,2 in 1 Convertible,14.0,4,1.74,10.419692282932576,1,1,157.3505121487356,256,0,0,0,Intel Core i3,2.4,Intel,Windows
Asus,2 in 1 Convertible,13.3,8,1.1,11.157152970843997,1,0,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,2 in 1 Convertible,15.6,8,1.56,10.931153634628433,1,0,141.21199808219862,256,0,0,0,Intel Core i7,1.8,Intel,Windows
Toshiba,Notebook,15.6,4,2.1,10.078119620845703,0,0,100.45466986113652,0,500,0,0,Intel Core i3,2.2,Intel,Windows
Asus,Notebook,15.6,4,2.03,9.974497588178819,0,0,100.45466986113652,0,1024,0,0,AMD Processor,3.0,AMD,Windows
Acer,Notebook,17.3,4,3.0,10.666403303650698,0,1,127.33567457123112,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
Dell,Notebook,15.6,8,2.13,10.565862074428814,0,0,141.21199808219862,256,0,0,0,Intel Core i5,1.6,AMD,Windows
Lenovo,Gaming,15.6,16,2.5,10.959350991490266,0,1,141.21199808219862,256,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,9.82776350600661,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
MSI,Gaming,15.6,16,2.4,11.470547260182665,0,1,141.21199808219862,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,9.871367833143674,0,0,100.45466986113652,0,1024,0,0,Other Intel Processor,1.1,Intel,Windows
Dell,Gaming,15.6,8,2.56,10.942047370678035,0,0,141.21199808219862,128,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
Acer,Notebook,17.3,8,3.0,10.725492220020705,0,1,127.33567457123112,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
HP,Notebook,13.3,4,1.49,10.600953394240088,0,1,165.6321180513006,0,500,0,0,Intel Core i5,1.6,Intel,Windows
Huawei,Ultrabook,13.0,8,1.05,11.182679882439889,0,1,199.69207064108247,256,0,0,0,Intel Core i5,2.5,Intel,Windows
HP,Notebook,17.3,6,2.71,10.525211768465947,0,1,127.33567457123112,0,2048,0,0,Intel Core i5,2.5,AMD,Windows
Lenovo,Notebook,15.6,4,2.2,9.708902303129879,0,0,100.45466986113652,0,500,0,0,AMD Processor,2.9,AMD,Other
Toshiba,Notebook,15.6,4,2.0,10.167923515707008,0,0,100.45466986113652,0,500,0,0,Intel Core i3,2.4,Intel,Windows
HP,Notebook,17.3,8,2.5,10.803190260734985,0,0,127.33567457123112,256,0,0,0,Intel Core i5,1.6,Nvidia,Windows
Dell,Notebook,15.6,8,2.3,10.10461123629268,0,0,100.45466986113652,0,1024,0,0,Intel Core i3,2.4,Intel,Windows
Acer,Notebook,15.6,4,2.1,10.082583913974387,0,0,100.45466986113652,128,0,0,0,Intel Core i3,2.0,Intel,Windows
MSI,Gaming,18.4,32,4.4,11.912578515747585,0,0,119.7232157653423,512,1024,0,0,Intel Core i7,2.9,Nvidia,Windows
Lenovo,Notebook,15.6,8,1.9,10.676292135779944,0,0,141.21199808219862,128,1024,0,0,Intel Core i5,2.5,AMD,Windows
HP,2 in 1 Convertible,13.3,8,1.29,11.288114524334734,1,1,331.2642361026012,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Dell,Notebook,15.6,16,2.02,10.931153634628433,0,0,141.21199808219862,256,2048,0,0,Intel Core i7,1.8,AMD,Linux
Dell,Ultrabook,13.3,8,1.23,11.219074000897619,0,0,165.6321180513006,256,0,0,0,Intel Core i5,1.6,Intel,Windows
Lenovo,2 in 1 Convertible,13.9,16,1.4,11.497961257619261,1,1,316.96506044349616,512,0,0,0,Intel Core i7,1.8,Intel,Windows
Toshiba,Notebook,15.6,8,2.0,10.651384247866984,0,0,100.45466986113652,128,0,0,0,Intel Core i5,2.5,Intel,Windows
Xiaomi,Notebook,15.6,8,1.95,11.06480418125965,0,1,141.21199808219862,256,0,0,0,Intel Core i5,1.6,Nvidia,Other
Dell,Notebook,17.3,16,2.77,11.320925866649,1,0,127.33567457123112,512,0,0,0,Intel Core i7,1.8,Nvidia,Windows
Dell,Notebook,15.6,16,2.06,11.757534260666523,1,0,282.42399616439724,512,0,0,0,Intel Core i7,2.8,Nvidia,Windows
Lenovo,Gaming,15.6,8,2.4,10.633572072102885,0,1,141.21199808219862,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
Acer,Ultrabook,13.3,8,1.12,10.872255357854842,0,1,165.6321180513006,256,0,0,0,Intel Core i5,1.2,Intel,Windows
Dell,Notebook,17.3,8,2.8,10.964896292206694,0,0,127.33567457123112,128,1024,0,0,Intel Core i7,1.8,AMD,Windows
Lenovo,2 in 1 Convertible,14.0,16,1.42,11.92147062484527,1,0,209.8006828649808,1024,0,0,0,Intel Core i7,2.7,Intel,Windows
Vero,Notebook,14.0,4,1.3,9.536242657247664,0,1,157.3505121487356,0,0,0,32,Other Intel Processor,1.1,Intel,Windows
Xiaomi,Ultrabook,13.3,8,1.3,10.88321630021393,0,1,165.6321180513006,256,0,0,0,Intel Core i5,2.5,Nvidia,Other
Lenovo,Notebook,17.3,8,2.8,10.523780128994504,0,0,106.11306214269258,256,0,0,0,Intel Core i5,1.6,Nvidia,Other
Dell,2 in 1 Convertible,13.3,8,1.62,10.707771732699339,1,1,165.6321180513006,0,1024,0,0,Intel Core i7,1.8,Intel,Windows
HP,Notebook,17.3,8,2.5,10.793391597686284,0,1,127.33567457123112,0,1024,0,0,Intel Core i5,1.6,Nvidia,Windows
Razer,Gaming,17.3,32,3.49,12.691441128528588,1,0,254.67134914246225,1024,0,0,0,Intel Core i7,2.9,Nvidia,Windows
HP,Notebook,13.3,8,1.49,10.841452101115573,0,0,165.6321180513006,512,0,0,0,Intel Core i5,1.6,Intel,Windows
HP,Gaming,17.3,16,3.35,11.204674904025435,0,1,127.33567457123112,256,1024,0,0,Intel Core i7,2.8,Nvidia,Windows
HP,Notebook,17.3,8,2.5,10.927333190631044,0,0,127.33567457123112,256,0,0,0,Intel Core i7,1.8,Nvidia,Windows
